Date,Province,CovidCase
2021-03-03,Tuyên Quang,0
2021-03-03,Vĩnh Long,0
2021-03-03,Vĩnh Phúc,1
2021-03-03,Yên Bái,0
2021-03-03,Chưa rõ ,0
2021-03-04,An Giang,0
2021-03-04,Bà Rịa - Vũng Tàu,10
2021-03-04,Bắc Giang,2
2021-03-04,Bắc Kạn,0
2021-03-04,Bạc Liêu,1
2021-03-04,Bắc Ninh,5
2021-03-04,Bến Tre,1
2021-03-04,Bình Định,0
2021-03-04,Bình Dương,10
2021-03-04,Bình Phước,0
2021-03-04,Bình Thuận,0
2021-03-04,Cà Mau,0
2021-03-04,Cần Thơ,1
2021-03-04,Cao Bằng,0
2021-03-04,Đà Nẵng,11
2021-03-04,Đắk Lắk,0
2021-03-04,Đắk Nông,0
2021-03-04,Điện Biên,3
2021-03-04,Đồng Nai,1
2021-03-04,Đồng Tháp,2
2021-03-04,Gia Lai,27
2021-03-04,Hà Giang,1
2021-03-04,Hà Nam,1
2021-03-04,TP. Hà Nội,50
2021-03-04,Hà Tĩnh,0
2021-03-04,Hải Dương,702
2021-03-04,Hải Phòng,4
2021-03-04,Hậu Giang,0
2021-03-04,TP. Hồ Chí Minh,60
2021-03-04,Hòa Bình,4
2021-03-04,Hưng Yên,5
2021-03-04,Khánh Hòa,7
2021-03-04,Kiên Giang,13
2021-03-04,Kon Tum,0
2021-03-04,Lai Châu,0
2021-03-04,Lâm Đồng,0
2021-03-04,Lạng Sơn,0
2021-03-04,Lào Cai,0
2021-03-04,Long An,2
2021-03-04,Nam Định,0
2021-03-04,Nghệ An,0
2021-03-04,Ninh Bình,0
2021-03-04,Ninh Thuận,0
2021-03-04,Phú Thọ,0
2021-03-04,Phú Yên,18
2021-03-04,Quảng Bình,0
2021-03-04,Quảng Nam,1
2021-03-04,Quảng Ngãi,0
2021-03-04,Quảng Ninh,62
2021-03-04,Quảng Trị,0
2021-03-04,Sóc Trăng,0
2021-03-04,Sơn La,0
2021-03-04,Tây Ninh,8
2021-03-04,Thái Bình,0
2021-03-04,Thái Nguyên,0
2021-03-04,Thanh Hóa,4
2021-03-04,Thừa Thiên-Huế,0
2021-03-04,Tiền Giang,3
2021-03-04,Trà Vinh,1
2021-03-04,Tuyên Quang,0
2021-03-04,Vĩnh Long,0
2021-03-04,Vĩnh Phúc,1
2021-03-04,Yên Bái,0
2021-03-04,Chưa rõ ,0
2021-03-05,An Giang,0
2021-03-05,Bà Rịa - Vũng Tàu,10
2021-03-05,Bắc Giang,2
2021-03-05,Bắc Kạn,0
2021-03-05,Bạc Liêu,1
2021-03-05,Bắc Ninh,5
2021-03-05,Bến Tre,1
2021-03-05,Bình Định,0
2021-03-05,Bình Dương,10
2021-03-05,Bình Phước,0
2021-03-05,Bình Thuận,0
2021-03-05,Cà Mau,0
2021-03-05,Cần Thơ,1
2021-03-05,Cao Bằng,0
2021-03-05,Đà Nẵng,11
2021-03-05,Đắk Lắk,0
2021-03-05,Đắk Nông,0
2021-03-05,Điện Biên,3
2021-03-05,Đồng Nai,1
2021-03-05,Đồng Tháp,2
2021-03-05,Gia Lai,27
2021-03-05,Hà Giang,1
2021-03-05,Hà Nam,1
2021-03-05,TP. Hà Nội,51
2021-03-05,Hà Tĩnh,0
2021-03-05,Hải Dương,704
2021-03-05,Hải Phòng,4
2021-03-05,Hậu Giang,0
2021-03-05,TP. Hồ Chí Minh,60
2021-03-05,Hòa Bình,4
2021-03-05,Hưng Yên,5
2021-03-05,Khánh Hòa,7
2021-03-05,Kiên Giang,15
2021-03-05,Kon Tum,0
2021-03-05,Lai Châu,0
2021-03-05,Lâm Đồng,0
2021-03-05,Lạng Sơn,0
2021-03-05,Lào Cai,0
2021-03-05,Long An,2
2021-03-05,Nam Định,0
2021-03-05,Nghệ An,0
2021-03-05,Ninh Bình,0
2021-03-05,Ninh Thuận,0
2021-03-05,Phú Thọ,0
2021-03-05,Phú Yên,18
2021-03-05,Quảng Bình,0
2021-03-05,Quảng Nam,1
2021-03-05,Quảng Ngãi,0
2021-03-05,Quảng Ninh,62
2021-03-05,Quảng Trị,0
2021-03-05,Sóc Trăng,0
2021-03-05,Sơn La,0
2021-03-05,Tây Ninh,8
2021-03-05,Thái Bình,0
2021-03-05,Thái Nguyên,0
2021-03-05,Thanh Hóa,4
2021-03-05,Thừa Thiên-Huế,0
2021-03-05,Tiền Giang,3
2021-03-05,Trà Vinh,1
2021-03-05,Tuyên Quang,0
2021-03-05,Vĩnh Long,0
2021-03-05,Vĩnh Phúc,1
2021-03-05,Yên Bái,0
2021-03-05,Chưa rõ ,0
2021-03-06,An Giang,0
2021-03-06,Bà Rịa - Vũng Tàu,10
2021-03-06,Bắc Giang,2
2021-03-06,Bắc Kạn,0
2021-03-06,Bạc Liêu,1
2021-03-06,Bắc Ninh,7
2021-03-06,Bến Tre,1
2021-03-06,Bình Định,0
2021-03-06,Bình Dương,10
2021-03-06,Bình Phước,0
2021-03-06,Bình Thuận,0
2021-03-06,Cà Mau,0
2021-03-06,Cần Thơ,1
2021-03-06,Cao Bằng,0
2021-03-06,Đà Nẵng,11
2021-03-06,Đắk Lắk,0
2021-03-06,Đắk Nông,0
2021-03-06,Điện Biên,3
2021-03-06,Đồng Nai,1
2021-03-06,Đồng Tháp,2
2021-03-06,Gia Lai,27
2021-03-06,Hà Giang,1
2021-03-06,Hà Nam,1
2021-03-06,TP. Hà Nội,51
2021-03-06,Hà Tĩnh,0
2021-03-06,Hải Dương,711
2021-03-06,Hải Phòng,4
2021-03-06,Hậu Giang,0
2021-03-06,TP. Hồ Chí Minh,63
2021-03-06,Hòa Bình,4
2021-03-06,Hưng Yên,5
2021-03-06,Khánh Hòa,7
2021-03-06,Kiên Giang,15
2021-03-06,Kon Tum,0
2021-03-06,Lai Châu,0
2021-03-06,Lâm Đồng,0
2021-03-06,Lạng Sơn,0
2021-03-06,Lào Cai,0
2021-03-06,Long An,2
2021-03-06,Nam Định,0
2021-03-06,Nghệ An,0
2021-03-06,Ninh Bình,0
2021-03-06,Ninh Thuận,0
2021-03-06,Phú Thọ,0
2021-03-06,Phú Yên,18
2021-03-06,Quảng Bình,0
2021-03-06,Quảng Nam,1
2021-03-06,Quảng Ngãi,0
2021-03-06,Quảng Ninh,62
2021-03-06,Quảng Trị,0
2021-03-06,Sóc Trăng,0
2021-03-06,Sơn La,0
2021-03-06,Tây Ninh,8
2021-03-06,Thái Bình,0
2021-03-06,Thái Nguyên,0
2021-03-06,Thanh Hóa,4
2021-03-06,Thừa Thiên-Huế,0
2021-03-06,Tiền Giang,3
2021-03-06,Trà Vinh,1
2021-03-06,Tuyên Quang,0
2021-03-06,Vĩnh Long,0
2021-03-06,Vĩnh Phúc,1
2021-03-06,Yên Bái,0
2021-03-06,Chưa rõ ,0
2021-03-07,An Giang,0
2021-03-07,Bà Rịa - Vũng Tàu,10
2021-03-07,Bắc Giang,2
2021-03-07,Bắc Kạn,0
2021-03-07,Bạc Liêu,1
2021-03-07,Bắc Ninh,7
2021-03-07,Bến Tre,1
2021-03-07,Bình Định,0
2021-03-07,Bình Dương,11
2021-03-07,Bình Phước,0
2021-03-07,Bình Thuận,0
2021-03-07,Cà Mau,0
2021-03-07,Cần Thơ,1
2021-03-07,Cao Bằng,0
2021-03-07,Đà Nẵng,11
2021-03-07,Đắk Lắk,0
2021-03-07,Đắk Nông,0
2021-03-07,Điện Biên,3
2021-03-07,Đồng Nai,1
2021-03-07,Đồng Tháp,2
2021-03-07,Gia Lai,27
2021-03-07,Hà Giang,1
2021-03-07,Hà Nam,1
2021-03-07,TP. Hà Nội,51
2021-03-07,Hà Tĩnh,0
2021-03-07,Hải Dương,712
2021-03-07,Hải Phòng,4
2021-03-07,Hậu Giang,0
2021-03-07,TP. Hồ Chí Minh,63
2021-03-07,Hòa Bình,4
2021-03-07,Hưng Yên,5
2021-03-07,Khánh Hòa,7
2021-03-07,Kiên Giang,15
2021-03-07,Kon Tum,0
2021-03-07,Lai Châu,0
2021-03-07,Lâm Đồng,0
2021-03-07,Lạng Sơn,0
2021-03-07,Lào Cai,0
2021-03-07,Long An,2
2021-03-07,Nam Định,0
2021-03-07,Nghệ An,0
2021-03-07,Ninh Bình,0
2021-03-07,Ninh Thuận,0
2021-03-07,Phú Thọ,0
2021-03-07,Phú Yên,18
2021-03-07,Quảng Bình,0
2021-03-07,Quảng Nam,1
2021-03-07,Quảng Ngãi,0
2021-03-07,Quảng Ninh,62
2021-03-07,Quảng Trị,0
2021-03-07,Sóc Trăng,0
2021-03-07,Sơn La,0
2021-03-07,Tây Ninh,8
2021-03-07,Thái Bình,0
2021-03-07,Thái Nguyên,0
2021-03-07,Thanh Hóa,4
2021-03-07,Thừa Thiên-Huế,0
2021-03-07,Tiền Giang,3
2021-03-07,Trà Vinh,1
2021-03-07,Tuyên Quang,0
2021-03-07,Vĩnh Long,0
2021-03-07,Vĩnh Phúc,1
2021-03-07,Yên Bái,0
2021-03-07,Chưa rõ ,0
2021-03-08,An Giang,0
2021-03-08,Bà Rịa - Vũng Tàu,10
2021-03-08,Bắc Giang,2
2021-03-08,Bắc Kạn,0
2021-03-08,Bạc Liêu,1
2021-03-08,Bắc Ninh,7
2021-03-08,Bến Tre,1
2021-03-08,Bình Định,0
2021-03-08,Bình Dương,11
2021-03-08,Bình Phước,0
2021-03-08,Bình Thuận,0
2021-03-08,Cà Mau,0
2021-03-08,Cần Thơ,1
2021-03-08,Cao Bằng,0
2021-03-08,Đà Nẵng,11
2021-03-08,Đắk Lắk,0
2021-03-08,Đắk Nông,0
2021-03-08,Điện Biên,3
2021-03-08,Đồng Nai,1
2021-03-08,Đồng Tháp,2
2021-03-08,Gia Lai,27
2021-03-08,Hà Giang,1
2021-03-08,Hà Nam,1
2021-03-08,TP. Hà Nội,51
2021-03-08,Hà Tĩnh,0
2021-03-08,Hải Dương,714
2021-03-08,Hải Phòng,4
2021-03-08,Hậu Giang,0
2021-03-08,TP. Hồ Chí Minh,63
2021-03-08,Hòa Bình,4
2021-03-08,Hưng Yên,5
2021-03-08,Khánh Hòa,7
2021-03-08,Kiên Giang,15
2021-03-08,Kon Tum,0
2021-03-08,Lai Châu,0
2021-03-08,Lâm Đồng,0
2021-03-08,Lạng Sơn,0
2021-03-08,Lào Cai,0
2021-03-08,Long An,2
2021-03-08,Nam Định,0
2021-03-08,Nghệ An,0
2021-03-08,Ninh Bình,0
2021-03-08,Ninh Thuận,7
2021-03-08,Phú Thọ,0
2021-03-08,Phú Yên,18
2021-03-08,Quảng Bình,0
2021-03-08,Quảng Nam,1
2021-03-08,Quảng Ngãi,0
2021-03-08,Quảng Ninh,62
2021-03-08,Quảng Trị,0
2021-03-08,Sóc Trăng,0
2021-03-08,Sơn La,0
2021-03-08,Tây Ninh,8
2021-03-08,Thái Bình,0
2021-03-08,Thái Nguyên,0
2021-03-08,Thanh Hóa,4
2021-03-08,Thừa Thiên-Huế,0
2021-03-08,Tiền Giang,4
2021-03-08,Trà Vinh,1
2021-03-08,Tuyên Quang,0
2021-03-08,Vĩnh Long,0
2021-03-08,Vĩnh Phúc,1
2021-03-08,Yên Bái,0
2021-03-08,Chưa rõ ,0
2021-03-09,An Giang,0
2021-03-09,Bà Rịa - Vũng Tàu,10
2021-03-09,Bắc Giang,2
2021-03-09,Bắc Kạn,0
2021-03-09,Bạc Liêu,1
2021-03-09,Bắc Ninh,7
2021-03-09,Bến Tre,1
2021-03-09,Bình Định,0
2021-03-09,Bình Dương,11
2021-03-09,Bình Phước,0
2021-03-09,Bình Thuận,0
2021-03-09,Cà Mau,0
2021-03-09,Cần Thơ,1
2021-03-09,Cao Bằng,0
2021-03-09,Đà Nẵng,11
2021-03-09,Đắk Lắk,0
2021-03-09,Đắk Nông,0
2021-03-09,Điện Biên,3
2021-03-09,Đồng Nai,1
2021-03-09,Đồng Tháp,2
2021-03-09,Gia Lai,27
2021-03-09,Hà Giang,1
2021-03-09,Hà Nam,1
2021-03-09,TP. Hà Nội,51
2021-03-09,Hà Tĩnh,0
2021-03-09,Hải Dương,715
2021-03-09,Hải Phòng,4
2021-03-09,Hậu Giang,0
2021-03-09,TP. Hồ Chí Minh,64
2021-03-09,Hòa Bình,4
2021-03-09,Hưng Yên,5
2021-03-09,Khánh Hòa,7
2021-03-09,Kiên Giang,15
2021-03-09,Kon Tum,0
2021-03-09,Lai Châu,0
2021-03-09,Lâm Đồng,0
2021-03-09,Lạng Sơn,0
2021-03-09,Lào Cai,0
2021-03-09,Long An,2
2021-03-09,Nam Định,0
2021-03-09,Nghệ An,0
2021-03-09,Ninh Bình,0
2021-03-09,Ninh Thuận,7
2021-03-09,Phú Thọ,0
2021-03-09,Phú Yên,18
2021-03-09,Quảng Bình,0
2021-03-09,Quảng Nam,1
2021-03-09,Quảng Ngãi,0
2021-03-09,Quảng Ninh,62
2021-03-09,Quảng Trị,0
2021-03-09,Sóc Trăng,0
2021-03-09,Sơn La,0
2021-03-09,Tây Ninh,8
2021-03-09,Thái Bình,0
2021-03-09,Thái Nguyên,0
2021-03-09,Thanh Hóa,4
2021-03-09,Thừa Thiên-Huế,0
2021-03-09,Tiền Giang,4
2021-03-09,Trà Vinh,1
2021-03-09,Tuyên Quang,0
2021-03-09,Vĩnh Long,0
2021-03-09,Vĩnh Phúc,1
2021-03-09,Yên Bái,0
2021-03-09,Chưa rõ ,0
2021-03-10,An Giang,0
2021-03-10,Bà Rịa - Vũng Tàu,10
2021-03-10,Bắc Giang,2
2021-03-10,Bắc Kạn,0
2021-03-10,Bạc Liêu,1
2021-03-10,Bắc Ninh,7
2021-03-10,Bến Tre,1
2021-03-10,Bình Định,0
2021-03-10,Bình Dương,13
2021-03-10,Bình Phước,0
2021-03-10,Bình Thuận,0
2021-03-10,Cà Mau,0
2021-03-10,Cần Thơ,1
2021-03-10,Cao Bằng,0
2021-03-10,Đà Nẵng,11
2021-03-10,Đắk Lắk,0
2021-03-10,Đắk Nông,0
2021-03-10,Điện Biên,3
2021-03-10,Đồng Nai,1
2021-03-10,Đồng Tháp,2
2021-03-10,Gia Lai,27
2021-03-10,Hà Giang,1
2021-03-10,Hà Nam,1
2021-03-10,TP. Hà Nội,52
2021-03-10,Hà Tĩnh,0
2021-03-10,Hải Dương,718
2021-03-10,Hải Phòng,4
2021-03-10,Hậu Giang,0
2021-03-10,TP. Hồ Chí Minh,64
2021-03-10,Hòa Bình,4
2021-03-10,Hưng Yên,5
2021-03-10,Khánh Hòa,7
2021-03-10,Kiên Giang,15
2021-03-10,Kon Tum,0
2021-03-10,Lai Châu,0
2021-03-10,Lâm Đồng,0
2021-03-10,Lạng Sơn,0
2021-03-10,Lào Cai,0
2021-03-10,Long An,3
2021-03-10,Nam Định,0
2021-03-10,Nghệ An,0
2021-03-10,Ninh Bình,0
2021-03-10,Ninh Thuận,8
2021-03-10,Phú Thọ,0
2021-03-10,Phú Yên,18
2021-03-10,Quảng Bình,0
2021-03-10,Quảng Nam,1
2021-03-10,Quảng Ngãi,0
2021-03-10,Quảng Ninh,62
2021-03-10,Quảng Trị,0
2021-03-10,Sóc Trăng,0
2021-03-10,Sơn La,0
2021-03-10,Tây Ninh,8
2021-03-10,Thái Bình,0
2021-03-10,Thái Nguyên,0
2021-03-10,Thanh Hóa,4
2021-03-10,Thừa Thiên-Huế,0
2021-03-10,Tiền Giang,4
2021-03-10,Trà Vinh,1
2021-03-10,Tuyên Quang,0
2021-03-10,Vĩnh Long,0
2021-03-10,Vĩnh Phúc,1
2021-03-10,Yên Bái,0
2021-03-10,Chưa rõ ,0
2021-03-11,An Giang,0
2021-03-11,Bà Rịa - Vũng Tàu,10
2021-03-11,Bắc Giang,2
2021-03-11,Bắc Kạn,0
2021-03-11,Bạc Liêu,1
2021-03-11,Bắc Ninh,7
2021-03-11,Bến Tre,1
2021-03-11,Bình Định,0
2021-03-11,Bình Dương,14
2021-03-11,Bình Phước,0
2021-03-11,Bình Thuận,0
2021-03-11,Cà Mau,0
2021-03-11,Cần Thơ,1
2021-03-11,Cao Bằng,0
2021-03-11,Đà Nẵng,11
2021-03-11,Đắk Lắk,0
2021-03-11,Đắk Nông,0
2021-03-11,Điện Biên,3
2021-03-11,Đồng Nai,12
2021-03-11,Đồng Tháp,2
2021-03-11,Gia Lai,27
2021-03-11,Hà Giang,1
2021-03-11,Hà Nam,1
2021-03-11,TP. Hà Nội,52
2021-03-11,Hà Tĩnh,0
2021-03-11,Hải Dương,719
2021-03-11,Hải Phòng,4
2021-03-11,Hậu Giang,0
2021-03-11,TP. Hồ Chí Minh,64
2021-03-11,Hòa Bình,4
2021-03-11,Hưng Yên,5
2021-03-11,Khánh Hòa,7
2021-03-11,Kiên Giang,15
2021-03-11,Kon Tum,0
2021-03-11,Lai Châu,0
2021-03-11,Lâm Đồng,0
2021-03-11,Lạng Sơn,0
2021-03-11,Lào Cai,0
2021-03-11,Long An,3
2021-03-11,Nam Định,0
2021-03-11,Nghệ An,0
2021-03-11,Ninh Bình,0
2021-03-11,Ninh Thuận,8
2021-03-11,Phú Thọ,0
2021-03-11,Phú Yên,18
2021-03-11,Quảng Bình,0
2021-03-11,Quảng Nam,1
2021-03-11,Quảng Ngãi,0
2021-03-11,Quảng Ninh,62
2021-03-11,Quảng Trị,0
2021-03-11,Sóc Trăng,0
2021-03-11,Sơn La,0
2021-03-11,Tây Ninh,8
2021-03-11,Thái Bình,0
2021-03-11,Thái Nguyên,0
2021-03-11,Thanh Hóa,4
2021-03-11,Thừa Thiên-Huế,0
2021-03-11,Tiền Giang,4
2021-03-11,Trà Vinh,1
2021-03-11,Tuyên Quang,0
2021-03-11,Vĩnh Long,0
2021-03-11,Vĩnh Phúc,1
2021-03-11,Yên Bái,0
2021-03-11,Chưa rõ ,0
2021-03-12,An Giang,0
2021-03-12,Bà Rịa - Vũng Tàu,11
2021-03-12,Bắc Giang,2
2021-03-12,Bắc Kạn,0
2021-03-12,Bạc Liêu,1
2021-03-12,Bắc Ninh,7
2021-03-12,Bến Tre,1
2021-03-12,Bình Định,0
2021-03-12,Bình Dương,14
2021-03-12,Bình Phước,0
2021-03-12,Bình Thuận,0
2021-03-12,Cà Mau,0
2021-03-12,Cần Thơ,1
2021-03-12,Cao Bằng,0
2021-03-12,Đà Nẵng,11
2021-03-12,Đắk Lắk,0
2021-03-12,Đắk Nông,0
2021-03-12,Điện Biên,3
2021-03-12,Đồng Nai,12
2021-03-12,Đồng Tháp,2
2021-03-12,Gia Lai,27
2021-03-12,Hà Giang,1
2021-03-12,Hà Nam,1
2021-03-12,TP. Hà Nội,52
2021-03-12,Hà Tĩnh,0
2021-03-12,Hải Dương,721
2021-03-12,Hải Phòng,4
2021-03-12,Hậu Giang,0
2021-03-12,TP. Hồ Chí Minh,65
2021-03-12,Hòa Bình,4
2021-03-12,Hưng Yên,5
2021-03-12,Khánh Hòa,7
2021-03-12,Kiên Giang,15
2021-03-12,Kon Tum,0
2021-03-12,Lai Châu,0
2021-03-12,Lâm Đồng,0
2021-03-12,Lạng Sơn,0
2021-03-12,Lào Cai,0
2021-03-12,Long An,3
2021-03-12,Nam Định,0
2021-03-12,Nghệ An,0
2021-03-12,Ninh Bình,0
2021-03-12,Ninh Thuận,8
2021-03-12,Phú Thọ,0
2021-03-12,Phú Yên,18
2021-03-12,Quảng Bình,0
2021-03-12,Quảng Nam,1
2021-03-12,Quảng Ngãi,0
2021-03-12,Quảng Ninh,63
2021-03-12,Quảng Trị,0
2021-03-12,Sóc Trăng,0
2021-03-12,Sơn La,0
2021-03-12,Tây Ninh,8
2021-03-12,Thái Bình,0
2021-03-12,Thái Nguyên,0
2021-03-12,Thanh Hóa,4
2021-03-12,Thừa Thiên-Huế,0
2021-03-12,Tiền Giang,4
2021-03-12,Trà Vinh,1
2021-03-12,Tuyên Quang,0
2021-03-12,Vĩnh Long,0
2021-03-12,Vĩnh Phúc,1
2021-03-12,Yên Bái,0
2021-03-12,Chưa rõ ,0
2021-03-13,An Giang,0
2021-03-13,Bà Rịa - Vũng Tàu,11
2021-03-13,Bắc Giang,2
2021-03-13,Bắc Kạn,0
2021-03-13,Bạc Liêu,1
2021-03-13,Bắc Ninh,7
2021-03-13,Bến Tre,1
2021-03-13,Bình Định,0
2021-03-13,Bình Dương,14
2021-03-13,Bình Phước,0
2021-03-13,Bình Thuận,0
2021-03-13,Cà Mau,0
2021-03-13,Cần Thơ,1
2021-03-13,Cao Bằng,0
2021-03-13,Đà Nẵng,11
2021-03-13,Đắk Lắk,0
2021-03-13,Đắk Nông,0
2021-03-13,Điện Biên,3
2021-03-13,Đồng Nai,12
2021-03-13,Đồng Tháp,2
2021-03-13,Gia Lai,27
2021-03-13,Hà Giang,1
2021-03-13,Hà Nam,1
2021-03-13,TP. Hà Nội,53
2021-03-13,Hà Tĩnh,0
2021-03-13,Hải Dương,721
2021-03-13,Hải Phòng,4
2021-03-13,Hậu Giang,0
2021-03-13,TP. Hồ Chí Minh,65
2021-03-13,Hòa Bình,4
2021-03-13,Hưng Yên,5
2021-03-13,Khánh Hòa,7
2021-03-13,Kiên Giang,16
2021-03-13,Kon Tum,0
2021-03-13,Lai Châu,0
2021-03-13,Lâm Đồng,0
2021-03-13,Lạng Sơn,0
2021-03-13,Lào Cai,0
2021-03-13,Long An,3
2021-03-13,Nam Định,0
2021-03-13,Nghệ An,0
2021-03-13,Ninh Bình,0
2021-03-13,Ninh Thuận,8
2021-03-13,Phú Thọ,0
2021-03-13,Phú Yên,18
2021-03-13,Quảng Bình,0
2021-03-13,Quảng Nam,1
2021-03-13,Quảng Ngãi,0
2021-03-13,Quảng Ninh,63
2021-03-13,Quảng Trị,0
2021-03-13,Sóc Trăng,0
2021-03-13,Sơn La,0
2021-03-13,Tây Ninh,8
2021-03-13,Thái Bình,0
2021-03-13,Thái Nguyên,0
2021-03-13,Thanh Hóa,4
2021-03-13,Thừa Thiên-Huế,0
2021-03-13,Tiền Giang,4
2021-03-13,Trà Vinh,1
2021-03-13,Tuyên Quang,0
2021-03-13,Vĩnh Long,0
2021-03-13,Vĩnh Phúc,1
2021-03-13,Yên Bái,0
2021-03-13,Chưa rõ ,0
2021-03-14,An Giang,0
2021-03-14,Bà Rịa - Vũng Tàu,11
2021-03-14,Bắc Giang,2
2021-03-14,Bắc Kạn,0
2021-03-14,Bạc Liêu,1
2021-03-14,Bắc Ninh,7
2021-03-14,Bến Tre,1
2021-03-14,Bình Định,0
2021-03-14,Bình Dương,14
2021-03-14,Bình Phước,0
2021-03-14,Bình Thuận,0
2021-03-14,Cà Mau,0
2021-03-14,Cần Thơ,1
2021-03-14,Cao Bằng,0
2021-03-14,Đà Nẵng,11
2021-03-14,Đắk Lắk,0
2021-03-14,Đắk Nông,0
2021-03-14,Điện Biên,3
2021-03-14,Đồng Nai,13
2021-03-14,Đồng Tháp,2
2021-03-14,Gia Lai,27
2021-03-14,Hà Giang,1
2021-03-14,Hà Nam,1
2021-03-14,TP. Hà Nội,53
2021-03-14,Hà Tĩnh,0
2021-03-14,Hải Dương,721
2021-03-14,Hải Phòng,4
2021-03-14,Hậu Giang,0
2021-03-14,TP. Hồ Chí Minh,65
2021-03-14,Hòa Bình,4
2021-03-14,Hưng Yên,5
2021-03-14,Khánh Hòa,7
2021-03-14,Kiên Giang,16
2021-03-14,Kon Tum,0
2021-03-14,Lai Châu,0
2021-03-14,Lâm Đồng,0
2021-03-14,Lạng Sơn,0
2021-03-14,Lào Cai,0
2021-03-14,Long An,3
2021-03-14,Nam Định,0
2021-03-14,Nghệ An,0
2021-03-14,Ninh Bình,0
2021-03-14,Ninh Thuận,8
2021-03-14,Phú Thọ,0
2021-03-14,Phú Yên,18
2021-03-14,Quảng Bình,0
2021-03-14,Quảng Nam,1
2021-03-14,Quảng Ngãi,0
2021-03-14,Quảng Ninh,63
2021-03-14,Quảng Trị,0
2021-03-14,Sóc Trăng,0
2021-03-14,Sơn La,0
2021-03-14,Tây Ninh,8
2021-03-14,Thái Bình,0
2021-03-14,Thái Nguyên,0
2021-03-14,Thanh Hóa,4
2021-03-14,Thừa Thiên-Huế,0
2021-03-14,Tiền Giang,4
2021-03-14,Trà Vinh,1
2021-03-14,Tuyên Quang,0
2021-03-14,Vĩnh Long,0
2021-03-14,Vĩnh Phúc,1
2021-03-14,Yên Bái,0
2021-03-14,Chưa rõ ,0
2021-03-15,An Giang,0
2021-03-15,Bà Rịa - Vũng Tàu,11
2021-03-15,Bắc Giang,2
2021-03-15,Bắc Kạn,0
2021-03-15,Bạc Liêu,1
2021-03-15,Bắc Ninh,7
2021-03-15,Bến Tre,1
2021-03-15,Bình Định,0
2021-03-15,Bình Dương,14
2021-03-15,Bình Phước,0
2021-03-15,Bình Thuận,0
2021-03-15,Cà Mau,0
2021-03-15,Cần Thơ,1
2021-03-15,Cao Bằng,0
2021-03-15,Đà Nẵng,11
2021-03-15,Đắk Lắk,0
2021-03-15,Đắk Nông,0
2021-03-15,Điện Biên,3
2021-03-15,Đồng Nai,13
2021-03-15,Đồng Tháp,2
2021-03-15,Gia Lai,27
2021-03-15,Hà Giang,1
2021-03-15,Hà Nam,1
2021-03-15,TP. Hà Nội,53
2021-03-15,Hà Tĩnh,0
2021-03-15,Hải Dương,724
2021-03-15,Hải Phòng,4
2021-03-15,Hậu Giang,0
2021-03-15,TP. Hồ Chí Minh,65
2021-03-15,Hòa Bình,4
2021-03-15,Hưng Yên,5
2021-03-15,Khánh Hòa,7
2021-03-15,Kiên Giang,16
2021-03-15,Kon Tum,0
2021-03-15,Lai Châu,0
2021-03-15,Lâm Đồng,0
2021-03-15,Lạng Sơn,0
2021-03-15,Lào Cai,0
2021-03-15,Long An,3
2021-03-15,Nam Định,0
2021-03-15,Nghệ An,0
2021-03-15,Ninh Bình,0
2021-03-15,Ninh Thuận,8
2021-03-15,Phú Thọ,0
2021-03-15,Phú Yên,18
2021-03-15,Quảng Bình,0
2021-03-15,Quảng Nam,1
2021-03-15,Quảng Ngãi,0
2021-03-15,Quảng Ninh,63
2021-03-15,Quảng Trị,0
2021-03-15,Sóc Trăng,0
2021-03-15,Sơn La,0
2021-03-15,Tây Ninh,8
2021-03-15,Thái Bình,0
2021-03-15,Thái Nguyên,0
2021-03-15,Thanh Hóa,4
2021-03-15,Thừa Thiên-Huế,0
2021-03-15,Tiền Giang,4
2021-03-15,Trà Vinh,1
2021-03-15,Tuyên Quang,0
2021-03-15,Vĩnh Long,0
2021-03-15,Vĩnh Phúc,1
2021-03-15,Yên Bái,0
2021-03-15,Chưa rõ ,0
2021-03-16,An Giang,0
2021-03-16,Bà Rịa - Vũng Tàu,11
2021-03-16,Bắc Giang,2
2021-03-16,Bắc Kạn,0
2021-03-16,Bạc Liêu,1
2021-03-16,Bắc Ninh,7
2021-03-16,Bến Tre,1
2021-03-16,Bình Định,0
2021-03-16,Bình Dương,14
2021-03-16,Bình Phước,0
2021-03-16,Bình Thuận,0
2021-03-16,Cà Mau,0
2021-03-16,Cần Thơ,1
2021-03-16,Cao Bằng,0
2021-03-16,Đà Nẵng,11
2021-03-16,Đắk Lắk,0
2021-03-16,Đắk Nông,0
2021-03-16,Điện Biên,3
2021-03-16,Đồng Nai,13
2021-03-16,Đồng Tháp,2
2021-03-16,Gia Lai,27
2021-03-16,Hà Giang,1
2021-03-16,Hà Nam,1
2021-03-16,TP. Hà Nội,53
2021-03-16,Hà Tĩnh,0
2021-03-16,Hải Dương,724
2021-03-16,Hải Phòng,4
2021-03-16,Hậu Giang,0
2021-03-16,TP. Hồ Chí Minh,65
2021-03-16,Hòa Bình,4
2021-03-16,Hưng Yên,5
2021-03-16,Khánh Hòa,12
2021-03-16,Kiên Giang,16
2021-03-16,Kon Tum,0
2021-03-16,Lai Châu,0
2021-03-16,Lâm Đồng,0
