Date,Province,CovidCase
2021-04-14,Thái Bình,0
2021-04-14,Thái Nguyên,1
2021-04-14,Thanh Hóa,4
2021-04-14,Thừa Thiên-Huế,0
2021-04-14,Tiền Giang,4
2021-04-14,Trà Vinh,1
2021-04-14,Tuyên Quang,0
2021-04-14,Vĩnh Long,0
2021-04-14,Vĩnh Phúc,1
2021-04-14,Yên Bái,0
2021-04-14,Chưa rõ ,0
2021-04-15,An Giang,2
2021-04-15,Bà Rịa - Vũng Tàu,17
2021-04-15,Bắc Giang,7
2021-04-15,Bắc Kạn,0
2021-04-15,Bạc Liêu,1
2021-04-15,Bắc Ninh,18
2021-04-15,Bến Tre,19
2021-04-15,Bình Định,0
2021-04-15,Bình Dương,17
2021-04-15,Bình Phước,0
2021-04-15,Bình Thuận,0
2021-04-15,Cà Mau,7
2021-04-15,Cần Thơ,1
2021-04-15,Cao Bằng,0
2021-04-15,Đà Nẵng,44
2021-04-15,Đắk Lắk,0
2021-04-15,Đắk Nông,0
2021-04-15,Điện Biên,3
2021-04-15,Đồng Nai,15
2021-04-15,Đồng Tháp,3
2021-04-15,Gia Lai,27
2021-04-15,Hà Giang,1
2021-04-15,Hà Nam,1
2021-04-15,TP. Hà Nội,63
2021-04-15,Hà Tĩnh,0
2021-04-15,Hải Dương,730
2021-04-15,Hải Phòng,6
2021-04-15,Hậu Giang,0
2021-04-15,TP. Hồ Chí Minh,94
2021-04-15,Hòa Bình,4
2021-04-15,Hưng Yên,8
2021-04-15,Khánh Hòa,24
2021-04-15,Kiên Giang,37
2021-04-15,Kon Tum,0
2021-04-15,Lai Châu,0
2021-04-15,Lâm Đồng,0
2021-04-15,Lạng Sơn,0
2021-04-15,Lào Cai,0
2021-04-15,Long An,4
2021-04-15,Nam Định,0
2021-04-15,Nghệ An,0
2021-04-15,Ninh Bình,4
2021-04-15,Ninh Thuận,9
2021-04-15,Phú Thọ,0
2021-04-15,Phú Yên,18
2021-04-15,Quảng Bình,0
2021-04-15,Quảng Nam,8
2021-04-15,Quảng Ngãi,0
2021-04-15,Quảng Ninh,64
2021-04-15,Quảng Trị,0
2021-04-15,Sóc Trăng,0
2021-04-15,Sơn La,0
2021-04-15,Tây Ninh,26
2021-04-15,Thái Bình,0
2021-04-15,Thái Nguyên,2
2021-04-15,Thanh Hóa,4
2021-04-15,Thừa Thiên-Huế,0
2021-04-15,Tiền Giang,4
2021-04-15,Trà Vinh,1
2021-04-15,Tuyên Quang,0
2021-04-15,Vĩnh Long,0
2021-04-15,Vĩnh Phúc,1
2021-04-15,Yên Bái,0
2021-04-15,Chưa rõ ,0
2021-04-16,An Giang,2
2021-04-16,Bà Rịa - Vũng Tàu,17
2021-04-16,Bắc Giang,7
2021-04-16,Bắc Kạn,0
2021-04-16,Bạc Liêu,1
2021-04-16,Bắc Ninh,19
2021-04-16,Bến Tre,19
2021-04-16,Bình Định,0
2021-04-16,Bình Dương,17
2021-04-16,Bình Phước,0
2021-04-16,Bình Thuận,0
2021-04-16,Cà Mau,7
2021-04-16,Cần Thơ,1
2021-04-16,Cao Bằng,0
2021-04-16,Đà Nẵng,45
2021-04-16,Đắk Lắk,0
2021-04-16,Đắk Nông,0
2021-04-16,Điện Biên,3
2021-04-16,Đồng Nai,15
2021-04-16,Đồng Tháp,3
2021-04-16,Gia Lai,27
2021-04-16,Hà Giang,1
2021-04-16,Hà Nam,1
2021-04-16,TP. Hà Nội,63
2021-04-16,Hà Tĩnh,0
2021-04-16,Hải Dương,730
2021-04-16,Hải Phòng,6
2021-04-16,Hậu Giang,0
2021-04-16,TP. Hồ Chí Minh,96
2021-04-16,Hòa Bình,4
2021-04-16,Hưng Yên,8
2021-04-16,Khánh Hòa,30
2021-04-16,Kiên Giang,37
2021-04-16,Kon Tum,0
2021-04-16,Lai Châu,0
2021-04-16,Lâm Đồng,0
2021-04-16,Lạng Sơn,0
2021-04-16,Lào Cai,0
2021-04-16,Long An,4
2021-04-16,Nam Định,0
2021-04-16,Nghệ An,2
2021-04-16,Ninh Bình,4
2021-04-16,Ninh Thuận,9
2021-04-16,Phú Thọ,0
2021-04-16,Phú Yên,18
2021-04-16,Quảng Bình,0
2021-04-16,Quảng Nam,9
2021-04-16,Quảng Ngãi,0
2021-04-16,Quảng Ninh,64
2021-04-16,Quảng Trị,0
2021-04-16,Sóc Trăng,0
2021-04-16,Sơn La,0
2021-04-16,Tây Ninh,26
2021-04-16,Thái Bình,0
2021-04-16,Thái Nguyên,2
2021-04-16,Thanh Hóa,4
2021-04-16,Thừa Thiên-Huế,0
2021-04-16,Tiền Giang,4
2021-04-16,Trà Vinh,1
2021-04-16,Tuyên Quang,0
2021-04-16,Vĩnh Long,0
2021-04-16,Vĩnh Phúc,1
2021-04-16,Yên Bái,0
2021-04-16,Chưa rõ ,0
2021-04-17,An Giang,2
2021-04-17,Bà Rịa - Vũng Tàu,17
2021-04-17,Bắc Giang,7
2021-04-17,Bắc Kạn,0
2021-04-17,Bạc Liêu,1
2021-04-17,Bắc Ninh,19
2021-04-17,Bến Tre,19
2021-04-17,Bình Định,0
2021-04-17,Bình Dương,17
2021-04-17,Bình Phước,0
2021-04-17,Bình Thuận,0
2021-04-17,Cà Mau,7
2021-04-17,Cần Thơ,1
2021-04-17,Cao Bằng,0
2021-04-17,Đà Nẵng,46
2021-04-17,Đắk Lắk,0
2021-04-17,Đắk Nông,0
2021-04-17,Điện Biên,3
2021-04-17,Đồng Nai,15
2021-04-17,Đồng Tháp,3
2021-04-17,Gia Lai,27
2021-04-17,Hà Giang,1
2021-04-17,Hà Nam,1
2021-04-17,TP. Hà Nội,63
2021-04-17,Hà Tĩnh,0
2021-04-17,Hải Dương,730
2021-04-17,Hải Phòng,6
2021-04-17,Hậu Giang,0
2021-04-17,TP. Hồ Chí Minh,97
2021-04-17,Hòa Bình,5
2021-04-17,Hưng Yên,8
2021-04-17,Khánh Hòa,31
2021-04-17,Kiên Giang,37
2021-04-17,Kon Tum,0
2021-04-17,Lai Châu,0
2021-04-17,Lâm Đồng,0
2021-04-17,Lạng Sơn,0
2021-04-17,Lào Cai,0
2021-04-17,Long An,4
2021-04-17,Nam Định,0
2021-04-17,Nghệ An,2
2021-04-17,Ninh Bình,4
2021-04-17,Ninh Thuận,9
2021-04-17,Phú Thọ,0
2021-04-17,Phú Yên,18
2021-04-17,Quảng Bình,0
2021-04-17,Quảng Nam,9
2021-04-17,Quảng Ngãi,0
2021-04-17,Quảng Ninh,64
2021-04-17,Quảng Trị,0
2021-04-17,Sóc Trăng,0
2021-04-17,Sơn La,0
2021-04-17,Tây Ninh,26
2021-04-17,Thái Bình,0
2021-04-17,Thái Nguyên,2
2021-04-17,Thanh Hóa,4
2021-04-17,Thừa Thiên-Huế,0
2021-04-17,Tiền Giang,4
2021-04-17,Trà Vinh,1
2021-04-17,Tuyên Quang,0
2021-04-17,Vĩnh Long,0
2021-04-17,Vĩnh Phúc,1
2021-04-17,Yên Bái,0
2021-04-17,Chưa rõ ,0
2021-04-18,An Giang,2
2021-04-18,Bà Rịa - Vũng Tàu,17
2021-04-18,Bắc Giang,7
2021-04-18,Bắc Kạn,0
2021-04-18,Bạc Liêu,1
2021-04-18,Bắc Ninh,20
2021-04-18,Bến Tre,19
2021-04-18,Bình Định,0
2021-04-18,Bình Dương,17
2021-04-18,Bình Phước,0
2021-04-18,Bình Thuận,0
2021-04-18,Cà Mau,7
2021-04-18,Cần Thơ,1
2021-04-18,Cao Bằng,0
2021-04-18,Đà Nẵng,46
2021-04-18,Đắk Lắk,0
2021-04-18,Đắk Nông,0
2021-04-18,Điện Biên,3
2021-04-18,Đồng Nai,15
2021-04-18,Đồng Tháp,3
2021-04-18,Gia Lai,27
2021-04-18,Hà Giang,1
2021-04-18,Hà Nam,1
2021-04-18,TP. Hà Nội,63
2021-04-18,Hà Tĩnh,0
2021-04-18,Hải Dương,730
2021-04-18,Hải Phòng,6
2021-04-18,Hậu Giang,0
2021-04-18,TP. Hồ Chí Minh,97
2021-04-18,Hòa Bình,5
2021-04-18,Hưng Yên,8
2021-04-18,Khánh Hòa,31
2021-04-18,Kiên Giang,37
2021-04-18,Kon Tum,0
2021-04-18,Lai Châu,0
2021-04-18,Lâm Đồng,0
2021-04-18,Lạng Sơn,0
2021-04-18,Lào Cai,0
2021-04-18,Long An,4
2021-04-18,Nam Định,0
2021-04-18,Nghệ An,2
2021-04-18,Ninh Bình,4
2021-04-18,Ninh Thuận,9
2021-04-18,Phú Thọ,0
2021-04-18,Phú Yên,19
2021-04-18,Quảng Bình,0
2021-04-18,Quảng Nam,9
2021-04-18,Quảng Ngãi,0
2021-04-18,Quảng Ninh,64
2021-04-18,Quảng Trị,0
2021-04-18,Sóc Trăng,0
2021-04-18,Sơn La,0
2021-04-18,Tây Ninh,26
2021-04-18,Thái Bình,0
2021-04-18,Thái Nguyên,2
2021-04-18,Thanh Hóa,4
2021-04-18,Thừa Thiên-Huế,0
2021-04-18,Tiền Giang,4
2021-04-18,Trà Vinh,1
2021-04-18,Tuyên Quang,0
2021-04-18,Vĩnh Long,0
2021-04-18,Vĩnh Phúc,1
2021-04-18,Yên Bái,1
2021-04-18,Chưa rõ ,0
2021-04-19,An Giang,2
2021-04-19,Bà Rịa - Vũng Tàu,17
2021-04-19,Bắc Giang,7
2021-04-19,Bắc Kạn,0
2021-04-19,Bạc Liêu,1
2021-04-19,Bắc Ninh,20
2021-04-19,Bến Tre,19
2021-04-19,Bình Định,0
2021-04-19,Bình Dương,17
2021-04-19,Bình Phước,0
2021-04-19,Bình Thuận,0
2021-04-19,Cà Mau,7
2021-04-19,Cần Thơ,1
2021-04-19,Cao Bằng,0
2021-04-19,Đà Nẵng,51
2021-04-19,Đắk Lắk,0
2021-04-19,Đắk Nông,0
2021-04-19,Điện Biên,3
2021-04-19,Đồng Nai,15
2021-04-19,Đồng Tháp,3
2021-04-19,Gia Lai,27
2021-04-19,Hà Giang,1
2021-04-19,Hà Nam,1
2021-04-19,TP. Hà Nội,64
2021-04-19,Hà Tĩnh,0
2021-04-19,Hải Dương,730
2021-04-19,Hải Phòng,6
2021-04-19,Hậu Giang,0
2021-04-19,TP. Hồ Chí Minh,99
2021-04-19,Hòa Bình,5
2021-04-19,Hưng Yên,8
2021-04-19,Khánh Hòa,31
2021-04-19,Kiên Giang,37
2021-04-19,Kon Tum,0
2021-04-19,Lai Châu,0
2021-04-19,Lâm Đồng,0
2021-04-19,Lạng Sơn,0
2021-04-19,Lào Cai,0
2021-04-19,Long An,4
2021-04-19,Nam Định,0
2021-04-19,Nghệ An,2
2021-04-19,Ninh Bình,4
2021-04-19,Ninh Thuận,9
2021-04-19,Phú Thọ,0
2021-04-19,Phú Yên,19
2021-04-19,Quảng Bình,0
2021-04-19,Quảng Nam,9
2021-04-19,Quảng Ngãi,0
2021-04-19,Quảng Ninh,64
2021-04-19,Quảng Trị,0
2021-04-19,Sóc Trăng,0
2021-04-19,Sơn La,0
2021-04-19,Tây Ninh,27
2021-04-19,Thái Bình,0
2021-04-19,Thái Nguyên,2
2021-04-19,Thanh Hóa,4
2021-04-19,Thừa Thiên-Huế,0
2021-04-19,Tiền Giang,4
2021-04-19,Trà Vinh,1
2021-04-19,Tuyên Quang,0
2021-04-19,Vĩnh Long,0
2021-04-19,Vĩnh Phúc,1
2021-04-19,Yên Bái,1
2021-04-19,Chưa rõ ,0
2021-04-20,An Giang,2
2021-04-20,Bà Rịa - Vũng Tàu,17
2021-04-20,Bắc Giang,7
2021-04-20,Bắc Kạn,0
2021-04-20,Bạc Liêu,1
2021-04-20,Bắc Ninh,20
2021-04-20,Bến Tre,19
2021-04-20,Bình Định,0
2021-04-20,Bình Dương,17
2021-04-20,Bình Phước,0
2021-04-20,Bình Thuận,0
2021-04-20,Cà Mau,7
2021-04-20,Cần Thơ,1
2021-04-20,Cao Bằng,0
2021-04-20,Đà Nẵng,54
2021-04-20,Đắk Lắk,0
2021-04-20,Đắk Nông,0
2021-04-20,Điện Biên,3
2021-04-20,Đồng Nai,15
2021-04-20,Đồng Tháp,3
2021-04-20,Gia Lai,27
2021-04-20,Hà Giang,1
2021-04-20,Hà Nam,1
2021-04-20,TP. Hà Nội,64
2021-04-20,Hà Tĩnh,0
2021-04-20,Hải Dương,730
2021-04-20,Hải Phòng,6
2021-04-20,Hậu Giang,0
2021-04-20,TP. Hồ Chí Minh,100
2021-04-20,Hòa Bình,7
2021-04-20,Hưng Yên,9
2021-04-20,Khánh Hòa,33
2021-04-20,Kiên Giang,37
2021-04-20,Kon Tum,0
2021-04-20,Lai Châu,0
2021-04-20,Lâm Đồng,0
2021-04-20,Lạng Sơn,0
2021-04-20,Lào Cai,0
2021-04-20,Long An,4
2021-04-20,Nam Định,0
2021-04-20,Nghệ An,3
2021-04-20,Ninh Bình,4
2021-04-20,Ninh Thuận,9
2021-04-20,Phú Thọ,0
2021-04-20,Phú Yên,19
2021-04-20,Quảng Bình,0
2021-04-20,Quảng Nam,9
2021-04-20,Quảng Ngãi,0
2021-04-20,Quảng Ninh,64
2021-04-20,Quảng Trị,0
2021-04-20,Sóc Trăng,0
2021-04-20,Sơn La,0
2021-04-20,Tây Ninh,27
2021-04-20,Thái Bình,0
2021-04-20,Thái Nguyên,2
2021-04-20,Thanh Hóa,4
2021-04-20,Thừa Thiên-Huế,0
2021-04-20,Tiền Giang,4
2021-04-20,Trà Vinh,1
2021-04-20,Tuyên Quang,0
2021-04-20,Vĩnh Long,0
2021-04-20,Vĩnh Phúc,1
2021-04-20,Yên Bái,1
2021-04-20,Chưa rõ ,0
2021-04-21,An Giang,2
2021-04-21,Bà Rịa - Vũng Tàu,17
2021-04-21,Bắc Giang,7
2021-04-21,Bắc Kạn,0
2021-04-21,Bạc Liêu,1
2021-04-21,Bắc Ninh,20
2021-04-21,Bến Tre,19
2021-04-21,Bình Định,0
2021-04-21,Bình Dương,17
2021-04-21,Bình Phước,0
2021-04-21,Bình Thuận,0
2021-04-21,Cà Mau,7
2021-04-21,Cần Thơ,1
2021-04-21,Cao Bằng,0
2021-04-21,Đà Nẵng,56
2021-04-21,Đắk Lắk,0
2021-04-21,Đắk Nông,0
2021-04-21,Điện Biên,3
2021-04-21,Đồng Nai,15
2021-04-21,Đồng Tháp,3
2021-04-21,Gia Lai,27
2021-04-21,Hà Giang,1
2021-04-21,Hà Nam,1
2021-04-21,TP. Hà Nội,65
2021-04-21,Hà Tĩnh,0
2021-04-21,Hải Dương,730
2021-04-21,Hải Phòng,6
2021-04-21,Hậu Giang,0
2021-04-21,TP. Hồ Chí Minh,102
2021-04-21,Hòa Bình,7
2021-04-21,Hưng Yên,9
2021-04-21,Khánh Hòa,33
2021-04-21,Kiên Giang,37
2021-04-21,Kon Tum,0
2021-04-21,Lai Châu,0
2021-04-21,Lâm Đồng,0
2021-04-21,Lạng Sơn,0
2021-04-21,Lào Cai,0
2021-04-21,Long An,4
2021-04-21,Nam Định,0
2021-04-21,Nghệ An,3
2021-04-21,Ninh Bình,4
2021-04-21,Ninh Thuận,9
2021-04-21,Phú Thọ,0
2021-04-21,Phú Yên,19
2021-04-21,Quảng Bình,0
2021-04-21,Quảng Nam,9
2021-04-21,Quảng Ngãi,0
2021-04-21,Quảng Ninh,64
2021-04-21,Quảng Trị,0
2021-04-21,Sóc Trăng,0
2021-04-21,Sơn La,0
2021-04-21,Tây Ninh,27
2021-04-21,Thái Bình,4
2021-04-21,Thái Nguyên,2
2021-04-21,Thanh Hóa,4
2021-04-21,Thừa Thiên-Huế,0
2021-04-21,Tiền Giang,4
2021-04-21,Trà Vinh,1
2021-04-21,Tuyên Quang,0
2021-04-21,Vĩnh Long,0
2021-04-21,Vĩnh Phúc,1
2021-04-21,Yên Bái,3
2021-04-21,Chưa rõ ,0
2021-04-22,An Giang,3
2021-04-22,Bà Rịa - Vũng Tàu,18
2021-04-22,Bắc Giang,7
2021-04-22,Bắc Kạn,0
2021-04-22,Bạc Liêu,1
2021-04-22,Bắc Ninh,20
2021-04-22,Bến Tre,19
2021-04-22,Bình Định,0
2021-04-22,Bình Dương,17
2021-04-22,Bình Phước,0
2021-04-22,Bình Thuận,0
2021-04-22,Cà Mau,7
2021-04-22,Cần Thơ,1
2021-04-22,Cao Bằng,0
2021-04-22,Đà Nẵng,57
2021-04-22,Đắk Lắk,0
2021-04-22,Đắk Nông,0
2021-04-22,Điện Biên,3
2021-04-22,Đồng Nai,15
2021-04-22,Đồng Tháp,3
2021-04-22,Gia Lai,27
2021-04-22,Hà Giang,1
2021-04-22,Hà Nam,1
2021-04-22,TP. Hà Nội,65
2021-04-22,Hà Tĩnh,0
2021-04-22,Hải Dương,730
2021-04-22,Hải Phòng,6
2021-04-22,Hậu Giang,0
2021-04-22,TP. Hồ Chí Minh,103
2021-04-22,Hòa Bình,7
2021-04-22,Hưng Yên,9
2021-04-22,Khánh Hòa,35
2021-04-22,Kiên Giang,37
2021-04-22,Kon Tum,0
2021-04-22,Lai Châu,0
2021-04-22,Lâm Đồng,0
2021-04-22,Lạng Sơn,0
2021-04-22,Lào Cai,0
2021-04-22,Long An,4
2021-04-22,Nam Định,3
2021-04-22,Nghệ An,3
2021-04-22,Ninh Bình,4
2021-04-22,Ninh Thuận,9
2021-04-22,Phú Thọ,0
2021-04-22,Phú Yên,20
2021-04-22,Quảng Bình,0
2021-04-22,Quảng Nam,9
2021-04-22,Quảng Ngãi,0
2021-04-22,Quảng Ninh,64
2021-04-22,Quảng Trị,0
2021-04-22,Sóc Trăng,0
2021-04-22,Sơn La,0
2021-04-22,Tây Ninh,27
2021-04-22,Thái Bình,4
2021-04-22,Thái Nguyên,2
2021-04-22,Thanh Hóa,4
2021-04-22,Thừa Thiên-Huế,0
2021-04-22,Tiền Giang,4
2021-04-22,Trà Vinh,1
2021-04-22,Tuyên Quang,0
2021-04-22,Vĩnh Long,0
2021-04-22,Vĩnh Phúc,1
2021-04-22,Yên Bái,3
2021-04-22,Chưa rõ ,0
2021-04-23,An Giang,3
2021-04-23,Bà Rịa - Vũng Tàu,18
2021-04-23,Bắc Giang,7
2021-04-23,Bắc Kạn,0
2021-04-23,Bạc Liêu,1
2021-04-23,Bắc Ninh,20
2021-04-23,Bến Tre,19
2021-04-23,Bình Định,0
2021-04-23,Bình Dương,17
2021-04-23,Bình Phước,0
2021-04-23,Bình Thuận,0
2021-04-23,Cà Mau,7
2021-04-23,Cần Thơ,1
2021-04-23,Cao Bằng,0
2021-04-23,Đà Nẵng,58
2021-04-23,Đắk Lắk,0
2021-04-23,Đắk Nông,0
2021-04-23,Điện Biên,3
2021-04-23,Đồng Nai,15
2021-04-23,Đồng Tháp,3
2021-04-23,Gia Lai,27
2021-04-23,Hà Giang,1
2021-04-23,Hà Nam,1
2021-04-23,TP. Hà Nội,65
2021-04-23,Hà Tĩnh,0
2021-04-23,Hải Dương,730
2021-04-23,Hải Phòng,6
2021-04-23,Hậu Giang,0
2021-04-23,TP. Hồ Chí Minh,105
2021-04-23,Hòa Bình,7
2021-04-23,Hưng Yên,9
2021-04-23,Khánh Hòa,35
2021-04-23,Kiên Giang,37
2021-04-23,Kon Tum,0
2021-04-23,Lai Châu,0
2021-04-23,Lâm Đồng,0
2021-04-23,Lạng Sơn,0
2021-04-23,Lào Cai,0
2021-04-23,Long An,4
2021-04-23,Nam Định,3
2021-04-23,Nghệ An,3
2021-04-23,Ninh Bình,4
2021-04-23,Ninh Thuận,9
2021-04-23,Phú Thọ,0
2021-04-23,Phú Yên,20
2021-04-23,Quảng Bình,0
2021-04-23,Quảng Nam,9
2021-04-23,Quảng Ngãi,0
2021-04-23,Quảng Ninh,64
2021-04-23,Quảng Trị,0
2021-04-23,Sóc Trăng,0
2021-04-23,Sơn La,0
2021-04-23,Tây Ninh,27
2021-04-23,Thái Bình,5
2021-04-23,Thái Nguyên,2
2021-04-23,Thanh Hóa,4
2021-04-23,Thừa Thiên-Huế,0
2021-04-23,Tiền Giang,4
2021-04-23,Trà Vinh,1
2021-04-23,Tuyên Quang,0
2021-04-23,Vĩnh Long,0
2021-04-23,Vĩnh Phúc,1
2021-04-23,Yên Bái,4
2021-04-23,Chưa rõ ,0
2021-04-24,An Giang,3
2021-04-24,Bà Rịa - Vũng Tàu,18
2021-04-24,Bắc Giang,7
2021-04-24,Bắc Kạn,0
2021-04-24,Bạc Liêu,1
2021-04-24,Bắc Ninh,20
2021-04-24,Bến Tre,19
2021-04-24,Bình Định,0
2021-04-24,Bình Dương,17
2021-04-24,Bình Phước,0
2021-04-24,Bình Thuận,0
2021-04-24,Cà Mau,7
2021-04-24,Cần Thơ,1
2021-04-24,Cao Bằng,0
2021-04-24,Đà Nẵng,61
2021-04-24,Đắk Lắk,0
2021-04-24,Đắk Nông,0
2021-04-24,Điện Biên,3
2021-04-24,Đồng Nai,15
2021-04-24,Đồng Tháp,3
2021-04-24,Gia Lai,27
2021-04-24,Hà Giang,1
2021-04-24,Hà Nam,1
2021-04-24,TP. Hà Nội,66
2021-04-24,Hà Tĩnh,0
2021-04-24,Hải Dương,730
2021-04-24,Hải Phòng,6
2021-04-24,Hậu Giang,0
2021-04-24,TP. Hồ Chí Minh,105
2021-04-24,Hòa Bình,7
2021-04-24,Hưng Yên,9
2021-04-24,Khánh Hòa,41
2021-04-24,Kiên Giang,37
2021-04-24,Kon Tum,0
2021-04-24,Lai Châu,0
2021-04-24,Lâm Đồng,0
2021-04-24,Lạng Sơn,0
2021-04-24,Lào Cai,0
2021-04-24,Long An,4
2021-04-24,Nam Định,3
2021-04-24,Nghệ An,3
2021-04-24,Ninh Bình,4
2021-04-24,Ninh Thuận,9
2021-04-24,Phú Thọ,0
2021-04-24,Phú Yên,20
2021-04-24,Quảng Bình,0
2021-04-24,Quảng Nam,9
2021-04-24,Quảng Ngãi,0
2021-04-24,Quảng Ninh,64
2021-04-24,Quảng Trị,0
2021-04-24,Sóc Trăng,0
2021-04-24,Sơn La,0
2021-04-24,Tây Ninh,27
2021-04-24,Thái Bình,5
2021-04-24,Thái Nguyên,2
2021-04-24,Thanh Hóa,4
2021-04-24,Thừa Thiên-Huế,0
2021-04-24,Tiền Giang,4
2021-04-24,Trà Vinh,1
2021-04-24,Tuyên Quang,0
2021-04-24,Vĩnh Long,0
2021-04-24,Vĩnh Phúc,1
2021-04-24,Yên Bái,4
2021-04-24,Chưa rõ ,0
2021-04-25,An Giang,3
2021-04-25,Bà Rịa - Vũng Tàu,19
2021-04-25,Bắc Giang,7
2021-04-25,Bắc Kạn,0
2021-04-25,Bạc Liêu,1
2021-04-25,Bắc Ninh,20
2021-04-25,Bến Tre,19
2021-04-25,Bình Định,0
2021-04-25,Bình Dương,17
2021-04-25,Bình Phước,0
2021-04-25,Bình Thuận,0
2021-04-25,Cà Mau,7
2021-04-25,Cần Thơ,1
2021-04-25,Cao Bằng,0
2021-04-25,Đà Nẵng,62
2021-04-25,Đắk Lắk,0
2021-04-25,Đắk Nông,0
2021-04-25,Điện Biên,3
2021-04-25,Đồng Nai,15
2021-04-25,Đồng Tháp,3
2021-04-25,Gia Lai,27
2021-04-25,Hà Giang,1
2021-04-25,Hà Nam,1
2021-04-25,TP. Hà Nội,69
2021-04-25,Hà Tĩnh,0
2021-04-25,Hải Dương,730
2021-04-25,Hải Phòng,6
2021-04-25,Hậu Giang,0
2021-04-25,TP. Hồ Chí Minh,105
2021-04-25,Hòa Bình,7
2021-04-25,Hưng Yên,9
2021-04-25,Khánh Hòa,41
2021-04-25,Kiên Giang,37
2021-04-25,Kon Tum,0
2021-04-25,Lai Châu,0
2021-04-25,Lâm Đồng,0
2021-04-25,Lạng Sơn,0
2021-04-25,Lào Cai,0
2021-04-25,Long An,4
2021-04-25,Nam Định,3
2021-04-25,Nghệ An,3
2021-04-25,Ninh Bình,4
2021-04-25,Ninh Thuận,9
2021-04-25,Phú Thọ,0
2021-04-25,Phú Yên,20
2021-04-25,Quảng Bình,0
2021-04-25,Quảng Nam,11
2021-04-25,Quảng Ngãi,0
2021-04-25,Quảng Ninh,64
2021-04-25,Quảng Trị,0
2021-04-25,Sóc Trăng,0
2021-04-25,Sơn La,0
2021-04-25,Tây Ninh,27
2021-04-25,Thái Bình,5
2021-04-25,Thái Nguyên,2
2021-04-25,Thanh Hóa,4
2021-04-25,Thừa Thiên-Huế,0
2021-04-25,Tiền Giang,4
2021-04-25,Trà Vinh,1
2021-04-25,Tuyên Quang,0
2021-04-25,Vĩnh Long,0
2021-04-25,Vĩnh Phúc,1
2021-04-25,Yên Bái,4
2021-04-25,Chưa rõ ,0
2021-04-26,An Giang,3
2021-04-26,Bà Rịa - Vũng Tàu,19
2021-04-26,Bắc Giang,7
2021-04-26,Bắc Kạn,0
2021-04-26,Bạc Liêu,1
2021-04-26,Bắc Ninh,20
2021-04-26,Bến Tre,19
2021-04-26,Bình Định,0
2021-04-26,Bình Dương,17
2021-04-26,Bình Phước,0
2021-04-26,Bình Thuận,0
2021-04-26,Cà Mau,7
2021-04-26,Cần Thơ,1
2021-04-26,Cao Bằng,0
2021-04-26,Đà Nẵng,62
2021-04-26,Đắk Lắk,0
2021-04-26,Đắk Nông,0
2021-04-26,Điện Biên,3
2021-04-26,Đồng Nai,15
2021-04-26,Đồng Tháp,3
2021-04-26,Gia Lai,27
2021-04-26,Hà Giang,1
2021-04-26,Hà Nam,1
2021-04-26,TP. Hà Nội,69
2021-04-26,Hà Tĩnh,0
2021-04-26,Hải Dương,730
2021-04-26,Hải Phòng,6
2021-04-26,Hậu Giang,0
2021-04-26,TP. Hồ Chí Minh,105
2021-04-26,Hòa Bình,7
2021-04-26,Hưng Yên,9
2021-04-26,Khánh Hòa,41
2021-04-26,Kiên Giang,37
2021-04-26,Kon Tum,0
2021-04-26,Lai Châu,0
2021-04-26,Lâm Đồng,0
2021-04-26,Lạng Sơn,0
2021-04-26,Lào Cai,0
2021-04-26,Long An,4
2021-04-26,Nam Định,3
2021-04-26,Nghệ An,3
2021-04-26,Ninh Bình,4
2021-04-26,Ninh Thuận,9
2021-04-26,Phú Thọ,0
2021-04-26,Phú Yên,20
2021-04-26,Quảng Bình,0
2021-04-26,Quảng Nam,11
2021-04-26,Quảng Ngãi,0
2021-04-26,Quảng Ninh,64
2021-04-26,Quảng Trị,0
2021-04-26,Sóc Trăng,0
2021-04-26,Sơn La,0
2021-04-26,Tây Ninh,27
2021-04-26,Thái Bình,5
2021-04-26,Thái Nguyên,2
2021-04-26,Thanh Hóa,4
2021-04-26,Thừa Thiên-Huế,0
2021-04-26,Tiền Giang,4
2021-04-26,Trà Vinh,1
2021-04-26,Tuyên Quang,0
2021-04-26,Vĩnh Long,0
2021-04-26,Vĩnh Phúc,1
2021-04-26,Yên Bái,4
2021-04-26,Chưa rõ ,0
2021-04-27,An Giang,3
2021-04-27,Bà Rịa - Vũng Tàu,19
2021-04-27,Bắc Giang,7
2021-04-27,Bắc Kạn,0
2021-04-27,Bạc Liêu,1
2021-04-27,Bắc Ninh,20
2021-04-27,Bến Tre,19
2021-04-27,Bình Định,0
2021-04-27,Bình Dương,17
2021-04-27,Bình Phước,0
2021-04-27,Bình Thuận,0
2021-04-27,Cà Mau,7
2021-04-27,Cần Thơ,1
2021-04-27,Cao Bằng,0
2021-04-27,Đà Nẵng,62
2021-04-27,Đắk Lắk,0
2021-04-27,Đắk Nông,0
2021-04-27,Điện Biên,3
2021-04-27,Đồng Nai,15
2021-04-27,Đồng Tháp,3
2021-04-27,Gia Lai,27
2021-04-27,Hà Giang,1
2021-04-27,Hà Nam,1
2021-04-27,TP. Hà Nội,70
2021-04-27,Hà Tĩnh,0
2021-04-27,Hải Dương,730
2021-04-27,Hải Phòng,6
2021-04-27,Hậu Giang,0
2021-04-27,TP. Hồ Chí Minh,105
2021-04-27,Hòa Bình,7
